#content-source: SRD 5.2.1
#content-systems: 5.5e
#content-url: https://dnd.wizards.com/resources/systems-reference-document
#content-license: CC-BY-4.0
#content-id: 019f6ae3-f9e9-7ad8-b3a8-4511aa623e30
#content-updated_at: 2026-07-21
#content-hash: xxh64:ce1171d84f111c48
id,name_en,name_uk,text_en,text_uk,effects,class_id,level,resource,subclass_id
druid_archdruid,Archdruid,,"The vitality of nature constantly blooms within you, granting you the following benefits.
_Evergreen Wild Shape._ Whenever you roll Initiative and have no uses of Wild Shape left, you regain one expended use of it.
_Nature Magician._ You can convert uses of Wild Shape into a spell slot (no action required). Choose a number of your unexpended uses of Wild Shape and convert them into a single spell slot, with each use contributing 2 spell levels. For example, if you convert two uses of Wild Shape, you produce a level 4 spell slot. Once you use this benefit, you can't do so again until you finish a Long Rest.
_Longevity._ The primal magic that you wield causes you to age more slowly. For every ten years that pass, your body ages only one year.",,,druid,20,,
circle_of_the_land_circle_of_the_land_spells,Circle of the Land Spells,,"Whenever you finish a Long Rest, choose one type of land: arid, polar, temperate, or tropical. Consult the table below that corresponds to the chosen type; you have the spells listed for your Druid level and lower prepared.
**Arid Land**
<table>
<thead>
<tr>
<th>Druid Level</th>
<th>Circle Spells</th>
</tr>
</thead>
<tbody>
<tr>
<td>3</td>
<td>Blur, Burning Hands, Fire Bolt</td>
</tr>
<tr>
<td>5</td>
<td>Fireball</td>
</tr>
<tr>
<td>7</td>
<td>Blight</td>
</tr>
<tr>
<td>9</td>
<td>Wall of Stone</td>
</tr>
</tbody>
</table>
**Polar Land**
<table>
<thead>
<tr>
<th>Druid Level</th>
<th>Circle Spells</th>
</tr>
</thead>
<tbody>
<tr>
<td>3</td>
<td>Fog Cloud, Hold Person, Ray of Frost</td>
</tr>
<tr>
<td>5</td>
<td>Sleet Storm</td>
</tr>
<tr>
<td>7</td>
<td>Ice Storm</td>
</tr>
<tr>
<td>9</td>
<td>Cone of Cold</td>
</tr>
</tbody>
</table>
**Temperate Land**
<table>
<thead>
<tr>
<th>Druid Level</th>
<th>Circle Spells</th>
</tr>
</thead>
<tbody>
<tr>
<td>3</td>
<td>Misty Step, Shocking Grasp, Sleep</td>
</tr>
<tr>
<td>5</td>
<td>Lightning Bolt</td>
</tr>
<tr>
<td>7</td>
<td>Freedom of Movement</td>
</tr>
<tr>
<td>9</td>
<td>Tree Stride</td>
</tr>
</tbody>
</table>
**Tropical Land**
<table>
<thead>
<tr>
<th>Druid Level</th>
<th>Circle Spells</th>
</tr>
</thead>
<tbody>
<tr>
<td>3</td>
<td>Acid Splash, Ray of Sickness, Web</td>
</tr>
<tr>
<td>5</td>
<td>Stinking Cloud</td>
</tr>
<tr>
<td>7</td>
<td>Polymorph</td>
</tr>
<tr>
<td>9</td>
<td>Insect Plague</td>
</tr>
</tbody>
</table>",,,druid,3,,circle_of_the_land
circle_of_the_land_lands_aid,Land's Aid,,"As a Magic action, you can expend a use of your Wild Shape and choose a point within 60 feet of yourself. Vitality-giving flowers and life-draining thorns appear for a moment in a 10-foot-radius Sphere centered on that point. Each creature of your choice in the Sphere must make a Constitution saving throw against your spell save DC, taking 2d6 Necrotic damage on a failed save or half as much damage on a successful one. One creature of your choice in that area regains 2d6 Hit Points.
The damage and healing increase by 1d6 when you reach Druid levels 10 (3d6) and 14 (4d6).",,,druid,3,,circle_of_the_land
circle_of_the_land_natural_recovery,Natural Recovery,,"You can cast one of the level 1+ spells that you have prepared from your Circle Spells feature without expending a spell slot, and you must finish a Long Rest before you do so again.
In addition, when you finish a Short Rest, you can choose expended spell slots to recover. The spell slots can have a combined level that is equal to or less than half your Druid level (round up), and none of them can be level 6+. For example, if you're a level 6 Druid, you can recover up to three levels' worth of spell slots. You can recover a level 3 spell slot, a level 2 and a level 1 spell slot, or three level 1 spell slots. Once you recover spell slots with this feature, you can't do so again until you finish a Long Rest.",,,druid,6,,circle_of_the_land
circle_of_the_land_natures_ward,Nature's Ward,,"You are immune to the Poisoned condition, and you have Resistance to a damage type associated with your current land choice in the Circle Spells feature, as shown in the Nature's Ward table.
**Nature's Ward**
<table>
<thead>
<tr>
<th>Land Type</th>
<th>Resistance</th>
<th>Land Type</th>
<th>Resistance</th>
</tr>
</thead>
<tbody>
<tr>
<td>Arid</td>
<td>Fire</td>
<td>Temperate</td>
<td>Lightning</td>
</tr>
<tr>
<td>Polar</td>
<td>Cold</td>
<td>Tropical</td>
<td>Poison</td>
</tr>
</tbody>
</table>",,,druid,10,,circle_of_the_land
circle_of_the_land_natures_sanctuary,Nature's Sanctuary,,"As a Magic action, you can expend a use of your Wild Shape and cause spectral trees and vines to appear in a 15-foot Cube on the ground within 120 feet of yourself. They last there for 1 minute or until you have the Incapacitated condition or die. You and your allies have Half Cover while in that area, and your allies gain the current Resistance of your Nature's Ward while there.
As a Bonus Action, you can move the Cube up to 60 feet to ground within 120 feet of yourself.",,,druid,14,,circle_of_the_land
fighter_fighting_style,Fighting Style,,"You have honed your martial prowess and gain a Fighting Style feat of your choice (see ""Feats""). Defense is recommended.
Whenever you gain a Fighter level, you can replace the feat you chose with a different Fighting Style feat.",,,fighter,1,,
fighter_second_wind,Second Wind,,"You have a limited well of physical and mental stamina that you can draw on. As a Bonus Action, you can use it to regain Hit Points equal to 1d10 plus your Fighter level.
You can use this feature twice. You regain one expended use when you finish a Short Rest, and you regain all expended uses when you finish a Long Rest.
When you reach certain Fighter levels, you gain more uses of this feature, as shown in the Second Wind column of the Fighter Features table.",,,fighter,1,,
fighter_weapon_mastery,Weapon Mastery,,"Your training with weapons allows you to use the mastery properties of three kinds of Simple or Martial weapons of your choice. Whenever you finish a Long Rest, you can practice weapon drills and change one of those weapon choices.
When you reach certain Fighter levels, you gain the ability to use the mastery properties of more kinds of weapons, as shown in the Weapon Mastery column of the Fighter Features table.",,,fighter,1,,
fighter_action_surge,Action Surge,,"You can push yourself beyond your normal limits for a moment. On your turn, you can take one additional action, except the Magic action.
Once you use this feature, you can't do so again until you finish a Short or Long Rest. Starting at level 17, you can use it twice before a rest but only once on a turn.",,,fighter,2,,
fighter_tactical_mind,Tactical Mind,,"You have a mind for tactics on and off the battlefield. When you fail an ability check, you can expend a use of your Second Wind to push yourself toward success. Rather than regaining Hit Points, you roll 1d10 and add the number rolled to the ability check, potentially turning it into a success. If the check still fails, this use of Second Wind isn't expended.",,,fighter,2,,
fighter_fighter_subclass,Fighter Subclass,,"You gain a Fighter subclass of your choice. The Champion subclass is detailed after this class's description. A subclass is a specialization that grants you features at certain Fighter levels. For the rest of your career, you gain each of your subclass's features that are of your Fighter level or lower.",,,fighter,3,,
fighter_ability_score_improvement,Ability Score Improvement,,"You gain the Ability Score Improvement feat (see ""Feats"") or another feat of your choice for which you qualify. You gain this feature again at Fighter levels 6, 8, 12, 14, and 16.",,,fighter,4,,
fighter_extra_attack,Extra Attack,,You can attack twice instead of once whenever you take the Attack action on your turn.,,,fighter,5,,
fighter_tactical_shift,Tactical Shift,,"Whenever you activate your Second Wind with a Bonus Action, you can move up to half your Speed without provoking Opportunity Attacks.",,,fighter,5,,
fighter_indomitable,Indomitable,,"If you fail a saving throw, you can reroll it with a bonus equal to your Fighter level. You must use the new roll, and you can't use this feature again until you finish a Long Rest.
You can use this feature twice before a Long Rest starting at level 13 and three times before a Long Rest starting at level 17.",,,fighter,9,,
fighter_tactical_master,Tactical Master,,"When you attack with a weapon whose mastery property you can use, you can replace that property with the Push, Sap, or Slow property for that attack.",,,fighter,9,,
fighter_two_extra_attacks,Two Extra Attacks,,You can attack three times instead of once whenever you take the Attack action on your turn.,,,fighter,11,,
fighter_studied_attacks,Studied Attacks,,"You study your opponents and learn from each attack you make. If you make an attack roll against a creature and miss, you have Advantage on your next attack roll against that creature before the end of your next turn.",,,fighter,13,,
fighter_epic_boon,Epic Boon,,"You gain an Epic Boon feat (see ""Feats"") or another feat of your choice for which you qualify. Boon of Combat Prowess is recommended.",,,fighter,19,,
fighter_three_extra_attacks,Three Extra Attacks,,You can attack four times instead of once whenever you take the Attack action on your turn.,,,fighter,20,,
champion_improved_critical,Improved Critical,,Your attack rolls with weapons and Unarmed Strikes can score a Critical Hit on a roll of 19 or 20 on the d20.,,,fighter,3,,champion
champion_remarkable_athlete,Remarkable Athlete,,"Thanks to your athleticism, you have Advantage on Initiative rolls and Strength (Athletics) checks.
In addition, immediately after you score a Critical Hit, you can move up to half your Speed without provoking Opportunity Attacks.",,,fighter,3,,champion
champion_additional_fighting_style,Additional Fighting Style,,You gain another Fighting Style feat of your choice.,,,fighter,7,,champion
champion_heroic_warrior,Heroic Warrior,,"The thrill of battle drives you toward victory. During combat, you can give yourself Heroic Inspiration whenever you start your turn without it.",,,fighter,10,,champion
champion_superior_critical,Superior Critical,,Your attack rolls with weapons and Unarmed Strikes can now score a Critical Hit on a roll of 18–20 on the d20.,,,fighter,15,,champion
champion_survivor,Survivor,,"You attain the pinnacle of resilience in battle, giving you these benefits.
_Defy Death._ You have Advantage on Death Saving Throws. Moreover, when you roll 18–20 on a Death Saving Throw, you gain the benefit of rolling a 20 on it.
_Heroic Rally._ At the start of each of your turns, you regain Hit Points equal to 5 plus your Constitution modifier if you are Bloodied and have at least 1 Hit Point.",,,fighter,18,,champion
monk_martial_arts,Martial Arts,,"Your practice of martial arts gives you mastery of combat styles that use your Unarmed Strike and Monk weapons, which are the following:
- Simple Melee weapons
- Martial Melee weapons that have the Light property
You gain the following benefits while you are unarmed or wielding only Monk weapons and you aren't wearing armor or wielding a Shield.
_Bonus Unarmed Strike._ You can make an Unarmed Strike as a Bonus Action.
_Martial Arts Die._ You can roll 1d6 in place of the normal damage of your Unarmed Strike or Monk weapons. This die changes as you gain Monk levels, as shown in the Martial Arts column of the Monk Features table.
_Dexterous Attacks._ You can use your Dexterity modifier instead of your Strength modifier for the attack and damage rolls of your Unarmed Strikes and Monk weapons. In addition, when you use the Grapple or Shove option of your Unarmed Strike, you can use your Dexterity modifier instead of your Strength modifier to determine the save DC.",,"grant_roll:martial_arts:1d step(class_level.monk, 1->6, 5->8, 11->10, 17->12)",monk,1,,
monk_unarmored_defense,Unarmored Defense,,"While you aren't wearing armor or wielding a Shield, your base Armor Class equals 10 plus your Dexterity and Wisdom modifiers.",,,monk,1,,
monk_monks_focus,Monk's Focus,,"Your focus and martial training allow you to harness a well of extraordinary energy within yourself. This energy is represented by Focus Points. Your Monk level determines the number of points you have, as shown in the Focus Points column of the Monk Features table.
You can expend these points to enhance or fuel certain Monk features. You start knowing three such features: Flurry of Blows, Patient Defense, and Step of the Wind, each of which is detailed below.
When you expend a Focus Point, it is unavailable until you finish a Short or Long Rest, at the end of which you regain all your expended points.
Some features that use Focus Points require your target to make a saving throw. The save DC equals 8 plus your Wisdom modifier and Proficiency Bonus.
**_Flurry of Blows._** You can expend 1 Focus Point to make two Unarmed Strikes as a Bonus Action.
**_Patient Defense._** You can take the Disengage action as a Bonus Action. Alternatively, you can
expend 1 Focus Point to take both the Disengage and the Dodge actions as a Bonus Action.
**_Step of the Wind._** You can take the Dash action as a Bonus Action. Alternatively, you can expend 1 Focus Point to take both the Disengage and Dash actions as a Bonus Action, and your jump distance is doubled for the turn.",,,monk,2,,
monk_unarmored_movement,Unarmored Movement,,"Your speed increases by 10 feet while you aren't wearing armor or wielding a Shield. This bonus increases when you reach certain Monk levels, as shown on the Monk Features table.",,,monk,2,,
monk_uncanny_metabolism,Uncanny Metabolism,,"When you roll Initiative, you can regain all expended Focus Points. When you do so, roll your Martial Arts die, and regain a number of Hit Points equal to your Monk level plus the number rolled.
Once you use this feature, you can't use it again until you finish a Long Rest.",,,monk,2,,
monk_deflect_attacks,Deflect Attacks,,"When an attack roll hits you and its damage includes Bludgeoning, Piercing, or Slashing damage, you can take a Reaction to reduce the attack's total damage against you. The reduction equals 1d10 plus your Dexterity modifier and Monk level.
If you reduce the damage to 0, you can expend 1 Focus Point to redirect some of the attack's force. If you do so, choose a creature you can see within 5 feet of yourself if the attack was a melee attack or a creature you can see within 60 feet of yourself that isn't behind Total Cover if the attack was a ranged attack. That creature must succeed on a Dexterity saving throw or take damage equal to two rolls of your Martial Arts die plus your Dexterity modifier. The damage is the same type dealt by the attack.",,,monk,3,,
monk_monk_subclass,Monk Subclass,,"You gain a Monk subclass of your choice. The Warrior of the Open Hand subclass is detailed after this class's description. A subclass is a specialization that grants you features at certain Monk levels. For the rest of your career, you gain each of your subclass's features that are of your Monk level or lower.",,,monk,3,,
monk_ability_score_improvement,Ability Score Improvement,,"You gain the Ability Score Improvement feat (see ""Feats"") or another feat of your choice for which you qualify. You gain this feature again at Monk levels 8, 12, and 16.",,,monk,4,,
monk_slow_fall,Slow Fall,,You can take a Reaction when you fall to reduce any damage you take from the fall by an amount equal to five times your Monk level.,,,monk,4,,
monk_extra_attack,Extra Attack,,You can attack twice instead of once whenever you take the Attack action on your turn.,,,monk,5,,
monk_stunning_strike,Stunning Strike,,"Once per turn when you hit a creature with a Monk weapon or an Unarmed Strike, you can expend 1 Focus Point to attempt a stunning strike. The target must make a Constitution saving throw. On a failed save, the target has the Stunned condition until the start of your next turn. On a successful save, the target's Speed is halved until the start of your next turn, and the next attack roll made against the target before then has Advantage.",,,monk,5,,
monk_empowered_strikes,Empowered Strikes,,"Whenever you deal damage with your Unarmed Strike, it can deal your choice of Force damage or its normal damage type.",,,monk,6,,
monk_evasion,Evasion,,"When you're subjected to an effect that allows you to make a Dexterity saving throw to take only half damage, you instead take no damage if you succeed on the saving throw and only half damage if you fail.
You don't benefit from this feature if you have the Incapacitated condition.",,,monk,7,,
monk_acrobatic_movement,Acrobatic Movement,,"While you aren't wearing armor or wielding a Shield, you gain the ability to move along vertical surfaces and across liquids on your turn without falling during the movement.",,,monk,9,,
monk_heightened_focus,Heightened Focus,,"Your Flurry of Blows, Patient Defense, and Step of the Wind gain the following benefits.
**_Flurry of Blows._** You can expend 1 Focus Point to use Flurry of Blows and make three Unarmed Strikes with it instead of two.
**_Patient Defense._** When you expend a Focus Point to use Patient Defense, you gain a number of Temporary Hit Points equal to two rolls of your Martial Arts die.
**_Step of the Wind._** When you expend a Focus Point to use Step of the Wind, you can choose a willing creature within 5 feet of yourself that is Large or smaller. You move the creature with you until the end of your turn. The creature's movement doesn't provoke Opportunity Attacks.",,,monk,10,,
monk_self_restoration,Self-Restoration,,"Through sheer force of will, you can remove one of the following conditions from yourself at the end of each of your turns: Charmed, Frightened, or Poisoned.
In addition, forgoing food and drink doesn't give you levels of Exhaustion.",,,monk,10,,
monk_deflect_energy,Deflect Energy,,"You can now use your Deflect Attacks feature against attacks that deal any damage type, not just Bludgeoning, Piercing, or Slashing.",,,monk,13,,
monk_disciplined_survivor,Disciplined Survivor,,"Your physical and mental discipline grant you proficiency in all saving throws.
Additionally, whenever you make a saving throw and fail, you can expend 1 Focus Point to reroll it, and you must use the new roll.",,,monk,14,,
monk_perfect_focus,Perfect Focus,,"When you roll Initiative and don't use Uncanny Metabolism, you regain expended Focus Points until you have 4 if you have 3 or fewer.",,,monk,15,,
monk_superior_defense,Superior Defense,,"At the start of your turn, you can expend 3 Focus Points to bolster yourself against harm for 1 minute or until you have the Incapacitated condition. During that time, you have Resistance to all damage except Force damage.",,,monk,18,,
monk_epic_boon,Epic Boon,,"You gain an Epic Boon feat (see ""Feats"") or another feat of your choice for which you qualify. Boon of Irresistible Offense is recommended.",,,monk,19,,
monk_body_and_mind,Body and Mind,,"You have developed your body and mind to new heights. Your Dexterity and Wisdom scores increase by 4, to a maximum of 25.",,,monk,20,,
warrior_of_the_open_hand_open_hand_technique,Open Hand Technique,,"Whenever you hit a creature with an attack granted by your Flurry of Blows, you can impose one of the following effects on that target.
**Addle.** The target can't make Opportunity Attacks until the start of its next turn.
**Push.** The target must succeed on a Strength saving throw or be pushed up to 15 feet away from you.
**Topple.** The target must succeed on a Dexterity saving throw or have the Prone condition.",,,monk,3,,warrior_of_the_open_hand
warrior_of_the_open_hand_wholeness_of_body,Wholeness of Body,,"You gain the ability to heal yourself. As a Bonus Action, you can roll your Martial Arts die. You regain a number of Hit Points equal to the number rolled plus your Wisdom modifier (minimum of 1 Hit Point regained).
You can use this feature a number of times equal to your Wisdom modifier (minimum of once), and you regain all expended uses when you finish a Long Rest.",,,monk,6,,warrior_of_the_open_hand
warrior_of_the_open_hand_fleet_step,Fleet Step,,"When you take a Bonus Action other than Step of the Wind, you can also use Step of the Wind immediately after that Bonus Action.",,,monk,11,,warrior_of_the_open_hand
warrior_of_the_open_hand_quivering_palm,Quivering Palm,,"You gain the ability to set up lethal vibrations in someone's body. When you hit a creature with an Unarmed Strike, you can expend 4 Focus Points to start these imperceptible vibrations, which last for a number of days equal to your Monk level. The vibrations are harmless unless you take an action to end them. Alternatively, when you take the Attack action on your turn, you can forgo one of the attacks to end the vibrations. To end them, you and the target must be on the same plane of existence. When you end them, the target must make a Constitution saving throw, taking 10d12 Force damage on a failed save or half as much damage on a successful one.
You can have only one creature under the effect of this feature at a time. You can end the vibrations harmlessly (no action required).",,,monk,17,,warrior_of_the_open_hand
paladin_lay_on_hands,Lay On Hands,,"Your blessed touch can heal wounds. You have a pool of healing power that replenishes when you finish a Long Rest. With that pool, you can restore a total number of Hit Points equal to five times your Paladin level.
As a Bonus Action, you can touch a creature (which could be yourself) and draw power from the pool of healing to restore a number of Hit Points to that creature, up to the maximum amount remaining in the pool.
You can also expend 5 Hit Points from the pool of healing power to remove the Poisoned condition from the creature; those points don't also restore Hit Points to the creature.",,,paladin,1,,
paladin_spellcasting,Spellcasting,,"You have learned to cast spells through prayer and meditation. See ""Spells"" for the rules on spellcasting. The information below details how you use those rules with Paladin spells, which appear in the Paladin spell list later in the class's description.
**Spell Slots.** The Paladin Features table shows how many spell slots you have to cast your level 1+ spells. You regain all expended slots when you finish a Long Rest.
**Prepared Spells of Level 1+.** You prepare the list of level 1+ spells that are available for you to cast with this feature. To start, choose two level 1 Paladin spells. _Heroism_ and _Searing Smite_ are recommended.
The number of spells on your list increases as you gain Paladin levels, as shown in the Prepared Spells column of the Paladin Features table. Whenever that number increases, choose additional Paladin spells until the number of spells on your list matches the number in the Paladin Features table. The chosen spells must be of a level for which you have spell slots. For example, if you're a level 5 Paladin, your list of prepared spells can include six Paladin spells of level 1 or 2 in any combination.
If another Paladin feature gives you spells that you always have prepared, those spells don't count against the number of spells you can prepare with this feature, but those spells otherwise count as Paladin spells for you.
**Changing Your Prepared Spells.** Whenever you finish a Long Rest, you can replace one spell on your list with another Paladin spell for which you have spell slots.
**Spellcasting Ability.** Charisma is your spellcasting ability for your Paladin spells.
**Spellcasting Focus.** You can use a Holy Symbol as a Spellcasting Focus for your Paladin spells.",,,paladin,1,,
paladin_weapon_mastery,Weapon Mastery,,"Your training with weapons allows you to use the mastery properties of two kinds of weapons of your choice with which you have proficiency, such as Longswords and Javelins.
Whenever you finish a Long Rest, you can change the kinds of weapons you chose. For example, you could switch to using the mastery properties of Halberds and Flails.",,,paladin,1,,
paladin_fighting_style,Fighting Style,,"You gain a Fighting Style feat of your choice (see ""Feats"" for feats). Instead of choosing one of those feats, you can choose the option below.
**Blessed Warrior.** You learn two Cleric cantrips of your choice (see the Cleric class's section for a list of Cleric spells). _Guidance_ and _Sacred Flame_ are recommended. The chosen cantrips count as Paladin spells for you, and Charisma is your spellcasting ability for them. Whenever you gain a Paladin level, you can replace one of these cantrips with another Cleric cantrip.",,,paladin,2,,
paladin_paladins_smite,Paladin's Smite,,"You always have the _Divine Smite_ spell prepared. In addition, you can cast it without expending a spell slot, but you must finish a Long Rest before you can cast it in this way again.",,,paladin,2,,
paladin_channel_divinity,Channel Divinity,,"You can channel divine energy directly from the Outer Planes, using it to fuel magical effects. You start with one such effect: Divine Sense, which is described below. Other Paladin features give additional Channel Divinity effect options. Each time you use this class's Channel Divinity, you choose which effect from this class to create.
You can use this class's Channel Divinity twice. You regain one of its expended uses when you finish a Short Rest, and you regain all expended uses when you finish a Long Rest. You gain an additional use when you reach Paladin level 11.
> ### Breaking Your Oath
>
> A Paladin tries to hold to the highest standards of conduct, but even the most dedicated are fallible. Sometimes a Paladin transgresses their oath.
>
> A Paladin who has broken a vow typically seeks absolution, spending an all-night vigil as a sign of penitence or undertaking a fast. After a rite of forgiveness, the Paladin starts fresh.
>
> If your Paladin unrepentantly violates their oath, talk to your GM. Your Paladin should probably take a more appropriate subclass or even abandon the class and adopt another one.
> If a Channel Divinity effect requires a saving throw, the DC equals the spell save DC from this class's Spellcasting feature.
_Divine Sense._ As a Bonus Action, you can open your awareness to detect Celestials, Fiends, and Undead. For the next 10 minutes or until you have the Incapacitated condition, you know the location of any creature of those types within 60 feet of yourself, and you know its creature type. Within the same radius, you also detect the presence of any place or object that has been consecrated or desecrated, as with the _Hallow_ spell.",,,paladin,3,,
paladin_paladin_subclass,Paladin Subclass,,"You gain a Paladin subclass of your choice. The Oath of Devotion subclass is detailed after this class's description. A subclass is a specialization that grants you features at certain Paladin levels. For the rest of your career, you gain each of your subclass's features that are of your Paladin level or lower.",,,paladin,3,,
paladin_ability_score_improvement,Ability Score Improvement,,"You gain the Ability Score Improvement feat (see ""Feats"") or another feat of your choice for which you qualify. You gain this feature again at Paladin levels 8, 12, and 16.",,,paladin,4,,
paladin_extra_attack,Extra Attack,,You can attack twice instead of once whenever you take the Attack action on your turn.,,,paladin,5,,
paladin_faithful_steed,Faithful Steed,,"You can call on the aid of an otherworldly steed. You always have the _Find Steed_ spell prepared.
You can also cast the spell once without expending a spell slot, and you regain the ability to do so when you finish a Long Rest.",,,paladin,5,,
paladin_aura_of_protection,Aura of Protection,,"You radiate a protective, unseeable aura in a 10-foot Emanation that originates from you. The aura is inactive while you have the Incapacitated condition.
You and your allies in the aura gain a bonus to saving throws equal to your Charisma modifier (minimum bonus of +1).
If another Paladin is present, a creature can benefit from only one Aura of Protection at a time; the creature chooses which aura while in them.",,,paladin,6,,
paladin_abjure_foes,Abjure Foes,,"As a Magic action, you can expend one use of this class's Channel Divinity to overwhelm foes with awe. As you present your Holy Symbol or weapon, you can target a number of creatures equal to your Charisma modifier (minimum of one creature) that you can see within 60 feet of yourself. Each target must succeed on a Wisdom saving throw or have the Frightened condition for 1 minute or until it takes any damage. While Frightened in this way, a target can do only one of the following on its turns: move, take an action, or take a Bonus Action.",,,paladin,9,,
paladin_aura_of_courage,Aura of Courage,,"You and your allies have Immunity to the Frightened condition while in your Aura of Protection. If a Frightened ally enters the aura, that condition has no effect on that ally while there.",,,paladin,10,,
paladin_radiant_strikes,Radiant Strikes,,"Your strikes now carry supernatural power. When you hit a target with an attack roll using a Melee weapon or an Unarmed Strike, the target takes an extra 1d8 Radiant damage.",,,paladin,11,,
paladin_restoring_touch,Restoring Touch,,"When you use Lay On Hands on a creature, you can also remove one or more of the following conditions from the creature: Blinded, Charmed, Deafened, Frightened, Paralyzed, or Stunned. You must expend 5 Hit Points from the healing pool of Lay On Hands for each of these conditions you remove; those points don't also restore Hit Points to the creature.",,,paladin,14,,
paladin_aura_expansion,Aura Expansion,,Your Aura of Protection is now a 30-foot Emanation.,,,paladin,18,,
paladin_epic_boon,Epic Boon,,"You gain an Epic Boon feat (see ""Feats"") or another feat of your choice for which you qualify. Boon of Truesight is recommended.",,,paladin,19,,
oath_of_devotion_oath_of_devotion_spells,Oath of Devotion Spells,,"The magic of your oath ensures you always have certain spells ready; when you reach a Paladin level specified in the Oath of Devotion Spells table, you thereafter always have the listed spells prepared.
**Oath of Devotion Spells**
<table>
<thead>
<tr>
<th>Paladin Level</th>
<th>Spells</th>
</tr>
</thead>
<tbody>
<tr>
<td>3</td>
<td>Protection from Evil and Good, Shield of Faith</td>
</tr>
<tr>
<td>5</td>
<td>Aid, Zone of Truth</td>
</tr>
<tr>
<td>9</td>
<td>Beacon of Hope, Dispel Magic</td>
</tr>
<tr>
<td>13</td>
<td>Freedom of Movement, Guardian of Faith</td>
</tr>
<tr>
<td>17</td>
<td>Commune, Flame Strike</td>
</tr>
</tbody>
</table>",,,paladin,3,,oath_of_devotion
oath_of_devotion_sacred_weapon,Sacred Weapon,,"When you take the Attack action, you can expend one use of your Channel Divinity to imbue one Melee weapon that you are holding with positive energy. For 10 minutes or until you use this feature again, you add your Charisma modifier to attack rolls you make with that weapon (minimum bonus of +1), and each time you hit with it, you cause it to deal its normal damage type or Radiant damage.
The weapon also emits Bright Light in a 20-foot radius and Dim Light 20 feet beyond that.
You can end this effect early (no action required). This effect also ends if you aren't carrying the weapon.",,,paladin,3,,oath_of_devotion
oath_of_devotion_aura_of_devotion,Aura of Devotion,,"You and your allies have Immunity to the Charmed condition while in your Aura of Protection. If a Charmed ally enters the aura, that condition has no effect on that ally while there.",,,paladin,7,,oath_of_devotion
oath_of_devotion_smite_of_protection,Smite of Protection,,"Your magical smite now radiates protective energy. Whenever you cast _Divine Smite_, you and your allies have Half Cover while in your Aura of Protection. The aura has this benefit until the start of your next turn.",,,paladin,15,,oath_of_devotion
oath_of_devotion_holy_nimbus,Holy Nimbus,,"As a Bonus Action, you can imbue your Aura of Protection with holy power, granting the benefits below for 10 minutes or until you end them (no action required). Once you use this feature, you can't use it again until you finish a Long Rest. You can also restore your use of it by expending a level 5 spell slot (no action required).
_Holy Ward._ You have Advantage on any saving throw you are forced to make by a Fiend or an Undead.
_Radiant Damage._ Whenever an enemy starts its turn in the aura, that creature takes Radiant damage equal to your Charisma modifier plus your Proficiency Bonus.
_Sunlight._ The aura is filled with Bright Light that is sunlight.",,,paladin,20,,oath_of_devotion
ranger_spellcasting,Spellcasting,,"You have learned to channel the magical essence of nature to cast spells. See ""Spells"" for the rules on spellcasting. The information below details how you use those rules with Ranger spells, which appear in the Ranger spell list later in the class's description.
_Spell Slots._ The Ranger Features table shows how many spell slots you have to cast your level 1+ spells. You regain all expended slots when you finish a Long Rest.
_Prepared Spells of Level 1+._ You prepare the list of level 1+ spells that are available for you to cast with this feature. To start, choose two level 1 Ranger spells. _Cure Wounds_ and _Ensnaring Strike_ are recommended.
The number of spells on your list increases as you gain Ranger levels, as shown in the Prepared Spells column of the Ranger Features table. Whenever that number increases, choose additional Ranger spells until the number of spells on your list matches the number in the Ranger Features table. The chosen spells must be of a level for which you have spell slots. For example, if you're a level 5 Ranger, your list of prepared spells can include six Ranger spells of level 1 or 2 in any combination.
If another Ranger feature gives you spells that you always have prepared, those spells don't count against the number of spells you can prepare with this feature, but those spells otherwise count as Ranger spells for you.
_Changing Your Prepared Spells._ Whenever you finish a Long Rest, you can replace one spell on your list with another Ranger spell for which you have spell slots.
_Spellcasting Ability._ Wisdom is your spellcasting ability for your Ranger spells.
_Spellcasting Focus._ You can use a Druidic Focus as a Spellcasting Focus for your Ranger spells.",,,ranger,1,,
ranger_favored_enemy,Favored Enemy,,"You always have the _Hunter's Mark_ spell prepared. You can cast it twice without expending a spell slot, and you regain all expended uses of this ability when you finish a Long Rest.
The number of times you can cast the spell without a spell slot increases when you reach certain Ranger levels, as shown in the Favored Enemy column of the Ranger Features table.",,,ranger,1,,
ranger_weapon_mastery,Weapon Mastery,,"Your training with weapons allows you to use the mastery properties of two kinds of weapons of your
choice with which you have proficiency, such as Longbows and Shortswords.
Whenever you finish a Long Rest, you can change the kinds of weapons you chose. For example, you could switch to using the mastery properties of Scimitars and Longswords.",,,ranger,1,,
ranger_deft_explorer,Deft Explorer,,"Thanks to your travels, you gain the following benefits.
_Expertise._ Choose one of your skill proficiencies with which you lack Expertise. You gain Expertise in that skill.
_Languages._ You know two languages of your choice from the language tables in ""Character Creation.""",,,ranger,2,,
